"city","census_tract","ses_percentile","ses_score","pop_black","pop_female","pop_native_american","pop_non_citizen","pop_snap","pop_pacific_islander","avg_edu","median_income","median_rent","unemployed_percentage","percent_poverty_150"
"Pittsburgh",6037135111,20,-1.93417445918283,-0.381304692366554,0.351187138138432,-0.586360612434569,0.203595709160369,0.192060892490932,2.3361466938858,0.943806119912236,1.55538234545247,-0.179527177210761,-1.17039050981612,-1.06908434007872
"Pittsburgh",6037135113,15,-2.32178577224841,0.0970578774940067,0.466932188085156,-0.152019525947127,-0.00225123999513943,-0.116348812074843,1.13521743869748,0.888469190417401,1.0406236068265,1.37301186244278,-0.81594549556788,-1.33405473591592
"Pittsburgh",6037135114,33,-0.98327642318677,-0.446529742201064,-0.0122775380476628,-0.455832618444872,0.561517631560974,-1.14763706479025,-0.547302736084111,1.10998779632925,0.87629824854204,0.483438830071932,2.80068130155566,-0.105199441201164
"Pittsburgh",6037135201,12,-2.5363294867594,0.0516624848164108,0.453133231923839,-0.322806588708131,-1.07649426487787,0.472027931852569,-0.14101141111961,0.81730806244402,0.629100500265615,1.79251577665555,-1.71977678526125,-1.24175601406406
"Pittsburgh",6037135202,9,-2.78157105206591,-0.490889152880092,0.228392748910692,0.142025535158721,-1.00251203653789,0.419893932329139,0.62031959099585,0.788474259583849,0.587555118985059,3.22519655510544,0.0131614502485357,-1.15408427724858
"Pittsburgh",6037135203,13,-2.46958632548333,-0.560555950877133,0.410450677929897,-0.586360612434569,-0.71670587422444,0.223200790580117,-0.547302736084111,0.96595208132585,0.308857127608922,2.21763804686225,-1.12724849711926,-1.04825666435005
"Pittsburgh",6037137103,11,-2.60570787008198,-0.386915573613455,0.843516699105017,-0.435597625339082,-0.178567670433351,-0.966968743456135,-0.251502863518479,1.23985501391857,1.13425084584904,1.02280100548836,-1.40523738769009,-1.0147995197133
"Pittsburgh",6037137104,16,-2.31767730746712,-0.540538132307821,-0.0650731306065779,-0.296607140602935,-0.14393013557073,-0.0263316245112059,-0.547302736084111,0.983669793989693,0.731953980334693,2.88060405414494,0.204414659227625,-0.901206311832366
"Pittsburgh",6037137201,31,-1.10585247238182,-0.221982262740863,0.625535841324594,-0.442291119480742,-0.0896279578982218,0.512810771799768,-0.547302736084111,0.755897878531189,0.939899259306623,0.562095813986827,0.589909688894231,-0.881805039085864
"Pittsburgh",6037137301,3,-3.58542082202812,-0.468916207652959,0.0653324258544713,0.294925144776665,-1.02991304421877,-0.0495386618774603,1.78849842414794,0.839326865141395,1.44035459465335,3.23643326709328,-0.622544427212809,-1.57950556817173
"Pittsburgh",6037137302,10,-2.67237767649081,-0.622158371287607,-0.474264158452724,-0.503756083025898,-0.260588222106343,-0.336237292837419,-0.012466221151267,1.20830703085882,1.42697927479299,1.67640308611452,-0.551512619685202,-1.17431755158702
